Component,Description,Part,References,Value,Footprint,Quantity Per PCB,Datasheet,Author,SCEM,HelpURL,Status,ComponentLink1Description,SMD,ComponentLink2Description,Footprint Ref,Footprint Path,ComponentLink1URL,Manufacturer Part Number,Component Type,Mounted,ComponentHeight,Case,Socket,License,Part Description,Sense Comment,CreateDate,Manufacturer1 Part Number,Library Path,Pole4,Component Kind,Pin Count,Comment,Part Number,Library Name,Manufacturer1 ComponentHeight,Family,Status Comment,Library Ref,Manufacturer1 Example,ComponentLink2URL,LatestRevisionDate,Sense,Manufacturer,PackageDescription,PN,Val,Tolerance,PressFit,TC,Voltage,~,Device,Power,Bonding,Resistance,Color,Mouser Price/Stock,Mouser Part Number,Manufacturer_Name,Allied_Number,Height,RS Price/Stock,RS Part Number,Allied Price/Stock,Manufacturer_Part_Number,Field1
115,,PCA9555AHF,U34 U39,PCA9555AHF,QFN50P400X400X80-25N-S225,2,\\cern.ch\dfs\Applications\Altium\Datasheets\PCA9555AHF.pdf,CERN DEM BC,,\\cern.ch\dfs\Applications\Altium\Datasheets\PCA9555AHF.pdf,~~,~~,Yes,~~,QFN50P400X400X80-25N-S225,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,PCA9555AHF,Standard,Yes,0.8mm,QFN24,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Low-Voltage 16-Bit I2C-bus I/O Port With Interrupt and Weak Pull-Up,~~,07/24/15 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,25,=Device,PCA9555AHF,ICs And Semiconductors SMD,,,~~,PCA9555AHF,,~~,07/24/15 00:00:00,No,NXP SEMICONDUCTORS,"QFN,0.50mm pitch,square;6 pin X 6 pin,4.10mm X 4.10mm body (w/thermal tab 2.25 X 2.25 mm), IPC Medium Density",,,,No,,,,PCA9555AHF,,No,,,,,,,,,,,,
116,,S25FL128SAGMFIR01-powerMG,U30,S25FL128SAGMFIR01,SOIC127P1030X265-16N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S25FL128SAGMFIR01,,,,,,,,,,,,,,,,,,,,,
117,,SN74AVC2T245RSWR,U15 U24 U25 U26 U33 U38,SN74AVC2T245RSWR,QFN40P140X180X55-10N,6,\\cern.ch\dfs\Applications\Altium\Datasheets\SN74AVC2T245RSWR.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\SN74AVC2T245RSWR.pdf,Not Recommended,~~,Yes,~~,QFN40P140X180X55-10N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,SN74AVC2T245RSWR,Standard,Yes,0.55mm,QFN10,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs,~~,07/07/14 00:00:00,,SchLib\Standard Logic.SchLib,,Standard,10,=Device,SN74AVC2T245RSWR,ICs And Semiconductors SMD,,,~~,742T245,,~~,03/30/17 00:00:00,No,TEXAS INSTRUMENTS,"QFN, 0.40mm Pitch, Rect.;10 Pin, 1.80mm L X 1.40mm W X 0.55mm H Body, IPC Medium Density",,,,No,,,,SN74AVC2T245RSWR,,No,,,,,,,,,,,,
118,,SN74AVC2T245RSWR,U8 U9,SN74AVC2T245RSWR,QFN40P140X180X55-10N,2,\\cern.ch\dfs\Applications\Altium\Datasheets\SN74AVC2T245RSWR.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\SN74AVC2T245RSWR.pdf,Not Recommended,~~,Yes,~~,QFN40P140X180X55-10N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,SN74AVC2T245RSWR,Standard,Yes,0.55mm,QFN10,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs,~~,07/07/14 00:00:00,,SchLib\Standard Logic.SchLib,,Standard,10,=Device,SN74AVC2T245RSWR,ICs And Semiconductors SMD,,,~~,742T245,,~~,03/30/17 00:00:00,No,TEXAS INSTRUMENTS,"QFN, 0.40mm Pitch, Rect.;10 Pin, 1.80mm L X 1.40mm W X 0.55mm H Body, IPC Medium Density",,,,No,,,,SN74AVC2T245RSWR,,No,,,,,,,,,,,,
119,,SN74LVC1G125DCKT-Standard_Logic,U11,SN74LVC1G125DCKT,SOT65P210X110-5N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\SN74LVC1G125DCKT.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\SN74LVC1G125DCKT.pdf,~~,~~,Yes,~~,SOT65P210X110-5N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,SN74LVC1G125DCKT,Standard,Yes,1.1mm,SOT353,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Single Bus Buffer Gate With 3-State Outputs,~~,12/19/11 00:00:00,,SchLib\Standard Logic.SchLib,,Standard,5,=Device,SN74LVC1G125DCKT,ICs And Semiconductors SMD,,,~~,741G125,,~~,12/19/11 00:00:00,No,TEXAS INSTRUMENTS,"SOT353, SC70-5, SOT, 0.65mm Pitch, 5 pin, 1.25mm W X 2.00mm L X 1.10mm H, IPC Medium Density",,,,No,,,,SN74LVC1G125DCKT,,No,,,,,,,,,,,,
120,,TCA9548ARGER-Interface_Expansion,U5,TCA9548ARGER,QFN50P400X400X100-25N-S220,1,http://www.ti.com/lit/ds/symlink/tca9548a.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCA9548ARGER,,,,,,,,,,,,,,,,,,,,,
121,,TLV62565DBVT,U22,TLV62565DBVT,SOT95P280X145-5N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\TLV62565DBVT.pdf,CERN DEM JMW,~~,\\cern.ch\dfs\Applications\Altium\Datasheets\TLV62565DBVT.pdf,~~,~~,Yes,~~,SOT95P280X145-5N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,TLV62565DBVT,Standard,Yes,1.45mm,SOT23-5,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","1.5A High Efficiency Step-Down Converter, Adjustable Output Voltage",~~,08/29/16 00:00:00,,SchLib\Regulators.SchLib,,Standard,5,=Device,TLV62565DBVT,ICs And Semiconductors SMD,,,~~,TLV62565,,~~,08/29/16 00:00:00,No,TEXAS INSTRUMENTS,"SOT, 0.95mm Pitch; 5 Pin, 1.60mm W X 2.90mm L X 1.45mm H Body, IPC Medium Density",,,,No,,,,TLV62565DBVT,,No,,,,,,,,,,,,
122,,TPS51200DRC-Regulator_Linear,U31,TPS51200DRC,TEXAS_DRC (S-PVSON-N10),1,http://www.ti.com/lit/ds/symlink/tps51200.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,TPS62175DQC,U18,TPS62175DQC,SON50P200X300X80-11N-R94X250,1,\\cern.ch\dfs\Applications\Altium\Datasheets\TPS62175DQC.pdf,CERN DEM JMW,~~,\\cern.ch\dfs\Applications\Altium\Datasheets\TPS62175DQC.pdf,~~,~~,Yes,~~,SON50P200X300X80-11N-R94X250,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,TPS62175DQC,Standard,Yes,0.8mm,SON10,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","4.75-28VDC to 1-6VDC, 500mA Step-Down Converter With Sleep Mode",~~,08/11/15 00:00:00,,SchLib\Regulators.SchLib,,Standard,11,=Device,TPS62175DQC,ICs And Semiconductors SMD,,,~~,TPS62175,,~~,08/11/15 00:00:00,No,TEXAS INSTRUMENTS,"SON, 10-Leads, Body 2x3mm, Pitch 0.5mm, Thermal Pad 0.94x2.5mm, IPC Medium Density",,,,No,,,,TPS62175DQC,,No,,,,,,,,,,,,
124,,TXS0102DCUR,U6,TXS0102DCUR,SOP50P310X90-8N,1,\\cern.ch\dfs\Applications\Altium\Datasheets\TXS0102DCUR.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\TXS0102DCUR.pdf,~~,~~,Yes,~~,SOP50P310X90-8N,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,TXS0102DCUR,Standard,Yes,0.9mm,TSSOP8,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",2-Bit Bidirectionnal Voltage-Level Translator for Open-Drain And Push-Pull Applications,~~,07/08/14 00:00:00,,SchLib\Analog & Interface.SchLib,,Standard,8,=Device,TXS0102DCUR,ICs And Semiconductors SMD,,,~~,TXS0102DCU,,~~,07/08/14 00:00:00,No,TEXAS INSTRUMENTS,"SOP, 0.50mm Pitch; 8 pin, 2.30mm W X 2.00mm L X 0.90mm H body, PC Medium Density",,,,No,,,,TXS0102DCUR,,No,,,,,,,,,,,,
125,,XC7A200T-FBG484-FPGA_Xilinx_Artix7,U1,XC7A200T-FBG484,BGA484C100P22X22_2300X2300X240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,XRP7724ILB-F,U35,XRP7724ILB-F,QFN50P700X700X80-45N-S520,1,\\cern.ch\dfs\Applications\Altium\Datasheets\XRP7724ILB-F.pdf,CERN DEM JLC,~~,\\cern.ch\dfs\Applications\Altium\Datasheets\XRP7724ILB-F.pdf,~~,~~,Yes,~~,QFN50P700X700X80-45N-S520,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,XRP7724ILB-F,Standard,Yes,0.8mm,QFN44,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",Quad Channel Digital PWM/PFM Proggrammable Power Management System,~~,11/20/14 00:00:00,,SchLib\Regulators.SchLib,,Standard,45,=Device,XRP7724ILB-F,ICs And Semiconductors SMD,,,~~,XRP7724ILB-F,,~~,11/20/14 00:00:00,No,EXAR,"50mm Pitch, Square; 44 Pin, 7.00mm L X 7.00mm W X 0.80mm H Body (W/Thermal Tab 5.2mm X 5.2mm), IPC Medium Density",,,,No,,,,XRP7724ILB-F,,No,,,,,,,,,,,,
127,,OSC_20MHZ_IQD_LFVCXO026156,Y3,OSC_20MHZ_IQD_LFVCXO026156,OSC_IQD_CFPV-45,1,\\cern.ch\dfs\Applications\Altium\Datasheets\OSC_IQD_LFVCXO026156.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\OSC_IQD_LFVCXO026156.pdf,~~,~~,Yes,~~,OSC_IQD_CFPV-45,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,LFVCXO026156,Standard,Yes,1.7mm,~~,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","3.3V, ±100ppm, 15pF, 0..70°C, HCMOS Tri-State Surface Mount, VCXO Voltage Controlled Oscillator (CFPV-45 Series)",~~,01/24/11 00:00:00,,SchLib\Crystals & Oscillators.SchLib,,Standard,6,=Value,OSC_20MHZ_IQD_LFVCXO026156,ICs And Semiconductors SMD,,,~~,Oscillator IQD_CFPV-45,,~~,11/03/16 00:00:00,No,IQD FREQUENCY PRODUCTS,"Oscillator, Side Concave, 2.54mm Pitch, 6 Pins, 5.00mm L X 7.00mm W X 1.70mm H, CFPV-45 Series",,20MHz,,No,,,20MHz,~~,,No,,,,,,,,,,,,~~
128,,OSC_25MHZ_RAKON_IVT3205CR,Y1,OSC_25MHZ_RAKON_IVT3205CR,OSC_ABRACON_ASEMPC,1,\\cern.ch\dfs\Applications\Altium\Datasheets\OSC_RAKON_IVT3200C.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\OSC_RAKON_IVT3200C.pdf,~~,~~,Yes,~~,OSC_RAKON_IVT3200C,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,IVT3205CR 25.0 MHz,Standard,Yes,1.1mm,~~,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.",11pF 3.3V ±1ppm Surface Mount TCXO Voltage Controlled Oscillator (IT3200C Series),~~,02/08/10 00:00:00,,SchLib\Crystals & Oscillators.SchLib,,Standard,4,=Value,OSC_25MHZ_RAKON_IVT3205CR,ICs And Semiconductors SMD,,,~~,Oscillator 1VCO 3GND 4OUT 6VCC,,~~,02/08/10 00:00:00,No,RAKON,"Oscillator IVT3200C Serie, corner concave; 4 pin, 2.50mm L X 3.2mm W X 1.1mm H",,25MHz,,No,,,25MHz,~~,,No,,,,,,,,,,,,~~
129,,Oscillator_1VC_2GND_3OUT_4+Vs-clocks-SchDoc-cache,Y2,VM53S3-25.000-2.5/-30+75,OSCCC320X500X160-4N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VM53S3-25.000-2.5/-30+75,,,,,,,,,,,,,,,,,,,,,
130,,XTAL_12MHZ_TXC_7M-12.000MAAJ-T,Y4,XTAL_12MHZ_TXC_7M-12.000MAAJ-T,XTAL_TXC_7M,1,\\cern.ch\dfs\Applications\Altium\Datasheets\XTAL_TXC_7M.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\XTAL_TXC_7M.pdf,~~,~~,Yes,~~,XTAL_TXC_7M,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,7M-12.000MAAJ-T,Standard,Yes,0.8mm,~~,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","±30ppm 18pF -20°C to +70°C  4 Pins, 3.2x2.5X0.8mm, SMD Sealing Crystal, 7M Series",~~,06/19/12 00:00:00,,SchLib\Crystals & Oscillators.SchLib,,Standard,4,=Value,XTAL_12MHZ_TXC_7M-12.000MAAJ-T,ICs And Semiconductors SMD,,,~~,Quartz Crystal 1X 2GND 3X 4GND,,~~,06/19/12 00:00:00,No,TXC CORPORATION,"4 Pins, 2.5x3.2mm, SMD Sealing Crystal, 7M Serie",,12MHz,,No,,,12MHz,~~,,No,,,,,,,,,,,,~~
131,,XTAL_8MHZ_TXC_7A-8.000MAAE-T,Y5,XTAL_8MHZ_TXC_7A-8.000MAAE-T,XTAL_TXC_7A,1,\\cern.ch\dfs\Applications\Altium\Datasheets\XTAL_TXC_7A.pdf,CERN DEM JLC,,\\cern.ch\dfs\Applications\Altium\Datasheets\XTAL_TXC_7A.pdf,~~,~~,Yes,~~,XTAL_TXC_7A,PcbLib\ICs And Semiconductors SMD.PcbLib,~~,7A-8.000MAAE-T,Standard,Yes,1.2mm,~~,No,"This work is licensed under the Creative Commons CC-BY-SA 4.0 License. To the extent that circuit schematics that use Licensed Material can be considered to be ‘Adapted Material’, then the copyright holder waives article 3.b of the license with respect to these schematics.","Tolerance: ±30ppm, Stability: ±30ppm, -20°C to +70°C, 12pF, SMD Glass Seam Sealing Crystal, 7A Series",~~,10/09/14 00:00:00,,SchLib\Crystals & Oscillators.SchLib,,Standard,2,=Value,XTAL_8MHZ_TXC_7A-8.000MAAE-T,ICs And Semiconductors SMD,,,~~,Quartz Crystal,,~~,11/12/14 00:00:00,No,TXC CORPORATION,"2 Pins, 3.2x5mm, SMD Glass Seam Sealing Crystal, 7A Serie",,8MHz,,No,,,8MHz,~~,,No,,,,,,,,,,,,~~





Component Groups:,131
Component Count:,822
Fitted Components:,822
Number of PCBs:,1
Total components:,822
Schematic Version:,9
Schematic Date:,2019-01-16
BoM Date:,09.05.2019 17:02:35
Schematic Source:,C:\Users\Michal\Desktop\Projekty\AMC FMC\import z altiuma\projekt\kicad design files\AMC_FMC_Carrier-PcbDoc.sch
KiCad Version:,Eeschema (5.1.0-481-ga76bcc204)
